,Date,Time,mavlink_system_time_t.time_unix_usec,mavlink_system_time_t.time_boot_ms,mavlink_scaled_pressure_t.press_abs,mavlink_scaled_pressure_t.press_diff,mavlink_scaled_pressure_t.temperature,mavlink_power_status_t.Vcc,mavlink_power_status_t.Vservo,mavlink_attitude_t.roll,mavlink_attitude_t.pitch,mavlink_attitude_t.yaw,mavlink_attitude_t.rollspeed,mavlink_attitude_t.pitchspeed,mavlink_attitude_t.yawspeed,mavlink_ahrs_t.omegaIx,mavlink_ahrs_t.omegaIy,mavlink_ahrs_t.omegaIz,mavlink_ahrs_t.accel_weight,mavlink_ahrs_t.renorm_val,mavlink_ahrs_t.error_rp,mavlink_ahrs_t.error_yaw,mavlink_global_position_int_t.lat,mavlink_global_position_int_t.lon,mavlink_global_position_int_t.alt,mavlink_global_position_int_t.relative_alt,mavlink_global_position_int_t.vx,mavlink_global_position_int_t.vy,mavlink_global_position_int_t.vz,mavlink_wind_t.direction,mavlink_wind_t.speed,mavlink_wind_t.speed_z,mavlink_servo_output_raw_t.servo1_raw,mavlink_servo_output_raw_t.servo2_raw,mavlink_servo_output_raw_t.servo3_raw,mavlink_servo_output_raw_t.servo4_raw,mavlink_servo_output_raw_t.servo5_raw,mavlink_servo_output_raw_t.servo6_raw,mavlink_servo_output_raw_t.servo7_raw,mavlink_servo_output_raw_t.servo8_raw,mavlink_servo_output_raw_t.servo9_raw,mavlink_servo_output_raw_t.servo10_raw,mavlink_servo_output_raw_t.servo11_raw,mavlink_servo_output_raw_t.servo12_raw,mavlink_servo_output_raw_t.servo13_raw,mavlink_servo_output_raw_t.servo14_raw,mavlink_servo_output_raw_t.servo15_raw,mavlink_servo_output_raw_t.servo16_raw,mavlink_vfr_hud_t.airspeed,mavlink_vfr_hud_t.groundspeed,mavlink_vfr_hud_t.climb,mavlink_vfr_hud_t.heading,mavlink_vfr_hud_t.throttle,mavlink_gps_raw_int_t.satellites_visible,mavlink_nav_controller_output_t.nav_roll,mavlink_nav_controller_output_t.nav_pitch,mavlink_nav_controller_output_t.alt_error,mavlink_nav_controller_output_t.aspd_error,mavlink_nav_controller_output_t.xtrack_error,mavlink_nav_controller_output_t.nav_bearing,mavlink_nav_controller_output_t.target_bearing
80190,9/12/2019, 10:02:28 ,1568260000000000.0,1665231,903.2289,0.2237721,5895,5064,5000,0.1503184,0.08017595,-1.7779209999999999,0.3298707,0.1942814,0.16603189999999998,-0.003010848,-0.002016664,-0.001603842,0,0,0.02475839,0.19622620000000002,-7.0367330,106.9231931,1020740,96675,270,-1767,65,-171.0356,5.037523,0.0,1672,1677,1652,1389,1514,1518,0,0,0,0,0,0,0,0,0,0,6.108077,17.82035,-0.8118813,259,71,23,32.41,7.06,3.15,-828.9044,5.128394999999999,17,17
80203,9/12/2019, 10:02:29 ,1568260000000000.0,1665490,903.2707,0.2416301,5893,5072,4993,0.32300500000000004,0.1203299,-1.708979,0.558359,0.24805570000000002,0.1751522,-0.003011123,-0.002018376,-0.0016036020000000002,0,0,0.02465118,0.2013492,-7.0367252,106.9231510,1020580,96512,348,-1788,45,-171.0065,5.049752,0.0,1645,1665,1676,1397,1499,1497,0,0,0,0,0,0,0,0,0,0,6.7290529999999995,18.1952,-1.648522,263,74,23,34.75,7.56,3.4,-853.0663,6.0877989999999995,21,21
80221,9/12/2019, 10:02:29 ,1568260000000000.0,1665851,903.2514,0.35951209999999995,5891,5074,5039,0.4433469,0.1697106,-1.6513669999999998,0.109669,0.1657132,0.04235034,-0.003002603,-0.002015442,-0.001597771,0,0,0.02027337,0.2137462,-7.0367142,106.9231051,1020460,96391,463,-1807,20,-170.926,5.073474,0.0,1622,1657,1700,1404,1487,1479,0,0,0,0,0,0,0,0,0,0,7.336734,18.73091,0.706577,266,77,23,37.12,8.16,3.63,-830.4825,7.915161,27,27
80235,9/12/2019, 10:02:29 ,1568260000000000.0,1666173,903.3085,0.14270039999999998,5890,5062,4962,0.4393746,0.1921851,-1.6243100000000001,-0.2656613,0.01853065,0.01365463,-0.003009205,-0.002022022,-0.001597505,0,0,0.01884252,0.2213092,-7.0367002,106.9230593,1020450,96387,591,-1822,-31,-170.8194,5.095391,0.0,1645,1647,1716,1397,1500,1497,0,0,0,0,0,0,0,0,0,0,6.302641,19.27334,-0.3269553,267,78,24,38.7,8.23,3.59,-831.954,9.094887,31,31
80248,9/12/2019, 10:02:29 ,1568260000000000.0,1666469,903.2987,0.2032105,5889,4941,5027,0.41108019999999995,0.1896165,-1.602028,0.02692116,0.02501035,0.1315104,-0.002998716,-0.002018433,-0.001587374,0,0,0.01524209,0.2226016,-7.0366844,106.9230162,1020560,96496,687,-1837,-53,-170.6694,5.123926,0.0,1649,1645,1716,1396,1502,1500,0,0,0,0,0,0,0,0,0,0,6.625678999999999,19.77209,-0.6974069,269,77,24,40.0,8.22,3.5,-849.9741,9.938576,34,34
80262,9/12/2019, 10:02:30 ,1568260000000000.0,1666790,903.2637,0.5036297000000001,5886,5075,5005,0.41202520000000004,0.195753,-1.557834,0.02409971,0.02452578,0.1337352,-0.0029891270000000003,-0.002014714,-0.001576941,0,0,0.01986611,0.22668629999999998,-7.0366639,106.9229660,1020700,96633,784,-1845,-56,-170.4948,5.154445,0.0,1656,1644,1716,1394,1505,1506,0,0,0,0,0,0,0,0,0,0,6.834566000000001,20.18109,2.0627590000000002,272,77,24,41.29,8.22,3.41,-869.0704,10.90104,37,37
80279,9/12/2019, 10:02:30 ,1568260000000000.0,1667131,903.1462,0.4023696,5886,5066,5000,0.43169840000000004,0.1933786,-1.492968,-0.01913052,0.08192891,0.16385629999999998,-0.0029840179999999997,-0.002015406,-0.0015663320000000001,0,0,0.01893875,0.2323985,-7.0366407,106.9229158,1020840,96774,869,-1844,-25,-170.2637,5.189933,0.0,1654,1651,1724,1394,1505,1504,0,0,0,0,0,0,0,0,0,0,9.273223,20.5648,1.464842,277,78,24,44.14,8.23,3.2,-903.4601,14.287270000000001,45,45
80293,9/12/2019, 10:02:30 ,1568260000000000.0,1667449,903.1544,0.496734,5884,5053,4983,0.4907116,0.1722585,-1.396401,0.11702570000000001,0.06190072,0.2138478,-0.0029758759999999997,-0.002012811,-0.001558275,0,0,0.02077618,0.24002649999999998,-7.0365941,106.9228291,1020900,96834,1062,-1819,-4,-170.0927,5.215107,0.0,1650,1660,1732,1395,1502,1501,0,0,0,0,0,0,0,0,0,0,10.15232,21.01173,-0.2958348,282,79,24,44.2,8.27,3.18,-904.4915,15.578510000000001,48,48
80309,9/12/2019, 10:02:31 ,1568260000000000.0,1667813,903.2247,0.6138182,5882,5017,4988,0.5135209,0.1581874,-1.240673,-0.05490656,0.1309727,0.2736595,-0.002964811,-0.002009395,-0.001548125,0,0,0.01772595,0.24513289999999996,-7.0365628,106.9227797,1020910,96840,1184,-1794,3,-169.88299999999998,5.2421370000000005,0.0,1646,1662,1732,1396,1500,1498,0,0,0,0,0,0,0,0,0,0,10.14357,21.50035,-0.07412303,288,79,24,44.23,8.34,3.17,-932.0698,17.63991,52,52
80322,9/12/2019, 10:02:31 ,1568260000000000.0,1668090,903.2379,0.5299034,5880,5030,4981,0.5248328,0.1574276,-1.165834,-0.14321910000000002,0.1260958,0.22734050000000003,-0.0029637120000000003,-0.0020106810000000003,-0.001545568,0,0,0.01636252,0.24703089999999997,-7.0365303,106.9227346,1020930,96866,1317,-1752,-10,-169.78900000000002,5.253064,0.0,1644,1667,1740,1397,1499,1496,0,0,0,0,0,0,0,0,0,0,9.699685,21.95862,-1.460588,292,80,24,44.26,8.4,3.16,-932.3332,19.07274,54,54
80335,9/12/2019, 10:02:31 ,1568260000000000.0,1668374,903.1022,0.4236805,5879,5075,5017,0.5235133,0.1628531,-1.099118,0.02300563,0.1345489,0.2011872,-0.002954526,-0.002008422,-0.0015393229999999998,0,0,0.01882646,0.2466368,-7.0364943,106.9226909,1021020,96953,1457,-1695,-48,-169.6466,5.269504,0.0,1649,1665,1740,1396,1501,1500,0,0,0,0,0,0,0,0,0,0,9.834048,22.39076,2.773832,296,80,24,44.24,8.45,3.12,-936.0506,21.27808,58,58
80353,9/12/2019, 10:02:32 ,1568260000000000.0,1668691,903.1547,0.6600508,5877,5020,4971,0.5232192,0.1596496,-1.03029,0.01977204,0.1252618,0.2509882,-0.002964763,-0.002018647,-0.00154177,0,0,0.01621933,0.24331149999999999,-7.0364553,106.9226491,1021220,97159,1578,-1635,-73,-169.5103,5.282474,0.0,1650,1664,1740,1395,1502,1501,0,0,0,0,0,0,0,0,0,0,10.39133,22.77569,-2.776079,300,80,24,44.25,8.25,2.8,-923.7274,25.04269,65,65
80366,9/12/2019, 10:02:32 ,1568260000000000.0,1668995,903.0702,0.7008973000000001,5876,5067,5005,0.4867835,0.1558276,-0.9562113000000001,-0.14133210000000002,0.09961406,0.2503834,-0.0029560090000000003,-0.002016844,-0.0015351829999999999,0,0,0.01756947,0.24153270000000002,-7.0364170,106.9226123,1021440,97378,1678,-1572,-86,-169.3818,5.294969999999999,0.0,1656,1664,1732,1394,1505,1506,0,0,0,0,0,0,0,0,0,0,11.50958,23.12699,0.30634179999999994,306,78,24,44.26,8.0,2.53,-921.6085,27.442970000000003,69,69
80379,9/12/2019, 10:02:32 ,1568260000000000.0,1669349,903.1465,0.5389014,5874,5001,5017,0.5481614,0.16230350000000002,-0.8397763,0.14657879999999998,0.10146210000000001,0.1986395,-0.0029469220000000003,-0.002013855,-0.0015282779999999999,0,0,0.0178704,0.22951999999999997,-7.0363722,106.9225731,1021740,97679,1786,-1491,-109,-169.2657,5.304329,0.0,1655,1658,1724,1394,1505,1505,0,0,0,0,0,0,0,0,0,0,11.07816,23.42288,-0.7498845000000001,312,78,24,44.24,7.75,2.3,-918.2783,29.115140000000004,71,71
80394,9/12/2019, 10:02:33 ,1568260000000000.0,1669670,903.0403,0.6287493000000001,5872,5075,4991,0.5930991999999999,0.1589031,-0.7585227,0.09172481,0.13841789999999998,0.2336641,-0.0029341009999999997,-0.0020087620000000003,-0.001522476,0,0,0.01716228,0.21454539999999997,-7.0363218,106.9225342,1022130,98063,1906,-1378,-129,-169.1956,5.3120959999999995,0.0,1631,1662,1724,1401,1492,1486,0,0,0,0,0,0,0,0,0,0,11.21438,23.695629999999998,1.9145459999999999,317,78,24,44.27,7.32,1.91,-894.1152,31.625329999999998,75,75
80412,9/12/2019, 10:02:33 ,1568260000000000.0,1670014,902.9077,0.6734521,5871,5083,5037,0.6531205,0.1633521,-0.6763653000000001,0.05090479,0.2058889,0.193677,-0.002930842,-0.002010564,-0.001521336,0,0,0.015767600000000003,0.1982689,-7.0362144,106.9224687,1022870,98799,2120,-1126,-111,-169.0936,5.320947,0.0,1620,1665,1724,1404,1486,1477,0,0,0,0,0,0,0,0,0,0,12.10968,23.96309,4.017396,322,78,24,44.21,6.56,1.27,-875.8629,35.75356,81,81
80425,9/12/2019, 10:02:33 ,1568260000000000.0,1670313,903.0198,0.8656808000000001,5870,5069,5046,0.6742923000000001,0.1682081,-0.5965125,-0.04590744,0.2190075,0.19813250000000002,-0.002922026,-0.002007456,-0.0015149520000000002,0,0,0.01917483,0.18136729999999998,-7.0361628,106.9224438,1023140,99072,2199,-996,-89,-168.9904,5.327643,0.0,1620,1658,1708,1404,1486,1478,0,0,0,0,0,0,0,0,0,0,12.69169,24.132820000000002,1.128055,327,77,24,44.19,6.29,1.05,-865.3143,37.42007,84,84
80439,9/12/2019, 10:02:34 ,1568260000000000.0,1670632,902.9128,0.7027836,5867,5080,5010,0.6984243,0.16233979999999998,-0.49015059999999994,0.08026947,0.18928720000000002,0.3074682,-0.0029175729999999997,-0.002009383,-0.0015106770000000002,0,0,0.02657161,0.1512633,-7.0361052,106.9224207,1023370,99302,2275,-844,-65,-168.8829,5.336519,0.0,1612,1666,1708,1407,1481,1471,0,0,0,0,0,0,0,0,0,0,12.75522,24.27448,0.7254937,333,76,24,44.24,5.95,0.78,-828.6572,39.86059,87,87
80452,9/12/2019, 10:02:34 ,1568260000000000.0,1670952,902.8772,0.8918322,5866,5054,4991,0.734062,0.1533236,-0.3800052,0.10732089999999998,0.1619874,0.2269179,-0.002921968,-0.0020152679999999997,-0.001510989,0,0,0.02394163,0.11705499999999999,-7.0360466,106.9224019,1023530,99461,2347,-665,-48,-168.7785,5.3426029999999995,0.0,1604,1676,1716,1409,1477,1465,0,0,0,0,0,0,0,0,0,0,13.02689,24.45831,1.416319,340,77,24,44.29,5.7,0.58,-805.452,42.21658,91,91
80470,9/12/2019, 10:02:34 ,1568260000000000.0,1671331,902.9141,0.817386,5864,5064,5024,0.7586086,0.1510983,-0.2805293,-0.18602639999999998,0.2808615,0.1938675,-0.0029283259999999998,-0.002024585,-0.001513227,0,0,0.03298349,0.06968296,-7.0359818,106.9223871,1023640,99570,2414,-466,-22,-168.6552,5.350347,0.0,1607,1672,1724,1408,1478,1467,0,0,0,0,0,0,0,0,0,0,12.82235,24.63595,0.7426417,346,77,24,44.3,5.43,0.4,-759.6718,45.771390000000004,97,97
80483,9/12/2019, 10:02:35 ,1568260000000000.0,1671650,902.8309,0.9773579,5862,5067,5008,0.7243596999999999,0.1480412,-0.1877436,-0.06533393,0.17661110000000002,0.2361541,-0.002921644,-0.002023868,-0.0015098129999999998,0,0,0.03146343,0.04007014,-7.0359205,106.9223787,1023730,99668,2457,-251,-35,-168.5057,5.36036,0.0,1613,1674,1700,1406,1482,1472,0,0,0,0,0,0,0,0,0,0,12.93591,24.72004,-0.7783365,351,75,24,44.36,5.35,0.32,-749.2699,47.023740000000004,99,99
80499,9/12/2019, 10:02:35 ,1568260000000000.0,1671969,902.8608,1.140475,5861,5072,4974,0.6999729,0.13351529999999998,0.01856464,-0.08653583,0.31936359999999997,0.3408341,-0.002913255,-0.0020202510000000003,-0.001500786,0,0,0.03607725,0.02706822,-7.0357940,106.9223777,1024020,99951,2472,130,-36,-168.3091,5.366873,0.0,1624,1668,1684,1403,1488,1481,0,0,0,0,0,0,0,0,0,0,14.083120000000001,24.77552,0.8865666999999999,357,73,24,44.42,5.16,0.17,-761.1067,48.74422,103,103
80518,9/12/2019, 10:02:35 ,1568260000000000.0,1672291,902.8015,0.8082566999999999,5859,5069,5020,0.6506348000000001,0.11368199999999999,0.12162080000000002,0.03292423,0.10500599999999999,0.3358912,-0.0029035999999999997,-0.002017189,-0.0014969920000000002,0,0,0.04670306,0.04536745,-7.0357354,106.9223837,1024170,100104,2443,308,-67,-168.172,5.375067,0.0,1630,1679,1668,1401,1491,1485,0,0,0,0,0,0,0,0,0,0,14.547529999999998,24.68289,0.623246,4,73,23,44.57,4.79,-0.11,-731.9653,51.34897,109,109
80531,9/12/2019, 10:02:36 ,1568260000000000.0,1672592,902.8018,0.9889207,5858,5046,4974,0.6676023,0.09193262,0.2535968,-0.05569634,0.16685350000000002,0.2986499,-0.0028900279999999998,-0.0020103960000000002,-0.001494401,0,0,0.04980185,0.06707241,-7.0356776,106.9223938,1024370,100305,2404,471,-66,-168.0658,5.383961,0.0,1632,1681,1660,1401,1492,1487,0,0,0,0,0,0,0,0,0,0,14.319529999999999,24.52456,0.5703688,11,71,23,44.63,4.45,-0.35,-713.4913,52.70827,112,112
80544,9/12/2019, 10:02:36 ,1568260000000000.0,1672891,902.8043,1.008148,5856,5064,4988,0.7343311,0.09312992,0.383795,0.07978449,0.31594970000000006,0.2981499,-0.002881963,-0.002006206,-0.0014935679999999998,0,0,0.04924114,0.09837876,-7.0356124,106.9224105,1024580,100513,2339,658,-51,-168.0173,5.38922,0.0,1612,1688,1668,1407,1482,1471,0,0,0,0,0,0,0,0,0,0,13.99306,24.33908,0.8612794,18,70,23,44.64,4.24,-0.48,-689.7939,53.511919999999996,114,114
80558,9/12/2019, 10:02:36 ,1568260000000000.0,1673269,902.7039,0.8433821,5854,5049,5022,0.7728016,0.1025287,0.49927209999999994,0.05783706,0.2975373,0.22862739999999998,-0.002873465,-0.002003178,-0.001495662,0,0,0.060859,0.15904820000000003,-7.0355498,106.9224329,1024720,100654,2236,879,-53,-167.9441,5.398105999999999,0.0,1603,1695,1676,1410,1476,1463,0,0,0,0,0,0,0,0,0,0,13.665070000000002,24.005689999999998,-1.7924959999999999,27,72,23,44.6,4.0,-0.63,-645.1752,54.515969999999996,118,118
80576,9/12/2019, 10:02:37 ,1568260000000000.0,1673629,902.7489999999999,0.9860228000000001,5853,5078,5008,0.8560776,0.1172026,0.6153609,0.22948339999999998,0.4262116,0.2180696,-0.002872806,-0.002005665,-0.0015009270000000002,0,0,0.06124598,0.20794490000000002,-7.0354465,106.9224883,1024960,100891,1976,1286,-47,-167.8491,5.404636,0.0,1580,1703,1708,1416,1464,1445,0,0,0,0,0,0,0,0,0,0,13.139679999999998,23.72475,2.003187,33,75,23,44.46,3.63,-0.85,-621.0203,55.40693,123,123
80589,9/12/2019, 10:02:37 ,1568260000000000.0,1673892,902.8086,0.9723683000000001,5852,5090,5022,0.828536,0.1296529,0.7471270999999999,-0.3396946,0.21630320000000003,0.2727337,-0.002875641,-0.002009511,-0.0015023620000000001,0,0,0.06206517,0.24948,-7.0353995,106.9225253,1025160,101095,1772,1522,-98,-167.7516,5.403903,0.0,1588,1692,1716,1414,1468,1452,0,0,0,0,0,0,0,0,0,0,13.384,23.442420000000002,-1.1320459999999999,42,75,23,44.46,3.45,-0.96,-619.5543,55.42142,125,125
80603,9/12/2019, 10:02:37 ,1568260000000000.0,1674196,902.7133,0.8236583000000001,5849,5057,5020,0.7606233,0.1258376,0.8682088,-0.3966965,0.1992904,0.2059645,-0.00287028,-0.0020102089999999998,-0.001502439,0,0,0.06806225,0.2712491,-7.0353573,106.9225670,1025400,101333,1605,1669,-92,-167.6293,5.403455999999999,0.0,1603,1677,1668,1410,1476,1464,0,0,0,0,0,0,0,0,0,0,11.461839999999999,23.24517,-0.5831166,48,70,23,44.47,3.08,-1.21,-664.3646,54.95755,129,129
80616,9/12/2019, 10:02:38 ,1568260000000000.0,1674529,902.7105,0.9303099,5848,5095,4995,0.6791509,0.11528310000000001,0.9580450999999999,-0.2683421,0.1774429,0.3219014,-0.00286428,-0.002008803,-0.0014995920000000001,0,0,0.06388056,0.2817889,-7.0353181,106.9226117,1025550,101484,1480,1750,-41,-167.5266,5.398612,0.0,1630,1658,1628,1401,1492,1486,0,0,0,0,0,0,0,0,0,0,12.08003,23.01129,3.3763360000000002,54,65,24,44.5,2.85,-1.37,-683.1932,54.4727,131,131
80633,9/12/2019, 10:02:38 ,1568260000000000.0,1674851,902.6521,0.7359306,5847,5051,5010,0.7386292,0.08594595,1.065775,0.2914191,0.1670289,0.3416228,-0.0028500409999999998,-0.002003556,-0.0014984389999999998,0,0,0.05746497,0.29724459999999997,-7.0352798,106.9226622,1025590,101526,1301,1842,-13,-167.39,5.3913660000000005,0.0,1611,1673,1612,1407,1481,1470,0,0,0,0,0,0,0,0,0,0,12.63172,22.621979999999997,-0.3445958,61,66,23,43.58,2.54,-1.51,-721.1436,52.69051999999999,137,137
80647,9/12/2019, 10:02:38 ,1568260000000000.0,1675152,902.7692,0.7827163,5844,5086,5034,0.7634721999999999,0.07000753,1.194519,0.000453816,0.2536581,0.277469,-0.0028517890000000004,-0.002007544,-0.0015018820000000002,0,0,0.06395790000000001,0.313233,-7.0352512,106.9227078,1025540,101474,1135,1917,28,-167.3295,5.385033999999999,0.0,1603,1685,1628,1410,1476,1464,0,0,0,0,0,0,0,0,0,0,12.57715,22.28761,0.5352316999999999,68,67,23,41.9,2.56,-1.46,-722.2874,51.91552,139,139
80660,9/12/2019, 10:02:38 ,1568260000000000.0,1675470,902.7503,0.8034668,5844,5083,4981,0.7849687,0.07421130000000001,1.297826,-0.18374129999999997,0.33956240000000004,0.24379179999999998,-0.002842915,-0.0020052860000000002,-0.001505442,0,0,0.06194884,0.3226133,-7.0352254,106.9227587,1025390,101323,932,1986,49,-167.2464,5.376965,0.0,1583,1693,1644,1415,1466,1448,0,0,0,0,0,0,0,0,0,0,12.54568,21.911920000000002,-1.907774,75,69,24,38.92,2.73,-1.29,-716.1087,50.48573,142,142
80674,9/12/2019, 10:02:39 ,1568260000000000.0,1675813,902.7628,0.7574954,5842,5074,4993,0.7468686,0.07947230000000001,1.4338870000000001,-0.04845926,0.289595,0.27169909999999997,-0.00283,-0.0020009389999999998,-0.0015019360000000002,0,0,0.06855756,0.3271693,-7.0352064,106.9228076,1025190,101128,720,2032,54,-167.1909,5.36532,0.0,1579,1679,1628,1417,1463,1445,0,0,0,0,0,0,0,0,0,0,12.50195,21.403660000000002,0.02942967,83,67,24,36.21,2.9,-1.14,-725.1002,49.33672,144,144
80693,9/12/2019, 10:02:39 ,1568260000000000.0,1676190,902.8104,0.8256517,5840,5091,5017,0.6716154999999999,0.06916958,1.558085,-0.2300558,0.1897826,0.2875344,-0.002823385,-0.002001282,-0.0015035620000000002,0,0,0.06502364,0.3318747,-7.0351808,106.9229222,1024780,100711,273,2039,13,-167.1773,5.344002,0.0,1584,1675,1612,1415,1466,1448,0,0,0,0,0,0,0,0,0,0,12.89467,20.83006,-0.8124531999999999,90,65,24,28.04,3.43,-0.71,-758.0469,45.10542,150,150
80706,9/12/2019, 10:02:40 ,1568260000000000.0,1676513,902.8335,0.8677184000000001,5839,5085,4983,0.5805376999999999,0.05632274,1.648427,-0.1911629,0.11831130000000001,0.3003739,-0.002815807,-0.001998945,-0.0015021379999999999,0,0,0.06120906,0.33751529999999996,-7.0351769,106.9229790,1024730,100661,88,2012,-13,-167.1885,5.328479,0.0,1575,1678,1604,1418,1461,1441,0,0,0,0,0,0,0,0,0,0,12.82676,20.36135,-1.093748,95,63,24,25.32,3.47,-0.67,-766.8049,43.46946,152,152
80719,9/12/2019, 10:02:40 ,1568260000000000.0,1676771,902.8530000000001,0.9027035,5838,5053,5000,0.5543113000000001,0.03902478,1.749612,-0.20793119999999998,0.180524,0.2590946,-0.0028278509999999997,-0.002010273,-0.001511846,0,0,0.06197368,0.3422685,-7.0351774,106.9230265,1024720,100650,-53,1976,-30,-167.2136,5.3146,0.0,1570,1675,1604,1419,1458,1437,0,0,0,0,0,0,0,0,0,0,13.26806,19.87856,-1.437249,101,63,23,21.63,3.47,-0.65,-788.3289,40.89757,155,155
80735,9/12/2019, 10:02:40 ,1568260000000000.0,1677113,902.8267,0.9373973,5836,5069,5005,0.49298569999999997,0.04027427,1.913315,-0.02799958,0.09200357,0.2029255,-0.00282151,-0.00201182,-0.0015170379999999999,0,0,0.05603917,0.3462215,-7.0351817,106.9230764,1024790,100722,-208,1920,-72,-167.2258,5.301604,0.0,1555,1672,1588,1424,1450,1426,0,0,0,0,0,0,0,0,0,0,13.0399,19.38149,2.252374,107,61,23,18.92,3.43,-0.66,-792.2476,39.155159999999995,157,157
80748,9/12/2019, 10:02:40 ,1568260000000000.0,1677392,902.8118,0.9779773,5834,5082,5008,0.43955079999999996,0.05176443,1.9707169999999998,-0.3440163,0.08905032,0.1557262,-0.002812573,-0.002010344,-0.0015199360000000002,0,0,0.05210574,0.34898190000000007,-7.0351900,106.9231254,1024940,100875,-343,1857,-95,-167.2604,5.287418,0.0,1547,1663,1580,1426,1446,1419,0,0,0,0,0,0,0,0,0,0,13.53929,18.94482,-0.2146751,111,61,23,14.92,3.24,-0.78,-794.9272,36.33678,160,160
80765,9/12/2019, 10:02:41 ,1568260000000000.0,1677730,902.7758,1.017657,5833,5104,5027,0.32253259999999995,0.03271028,2.0154919999999996,-0.2066223,0.00981652,0.1816202,-0.0028071259999999996,-0.002008961,-0.001519914,0,0,0.05471071,0.3508547,-7.0352016,106.9231723,1025230,101167,-464,1783,-157,-167.3261,5.272905000000001,0.0,1560,1659,1556,1422,1453,1430,0,0,0,0,0,0,0,0,0,0,13.6599,18.46387,-0.3703192,114,59,23,8.929999,2.51,-1.27,-783.2045,31.428440000000002,164,164
80779,9/12/2019, 10:02:41 ,1568260000000000.0,1678091,902.7355,0.7640965000000001,5831,5090,5008,0.2942931,0.02343285,2.077763,0.07125222,-0.06245399,0.17511020000000002,-0.002791966,-0.00200339,-0.0015163379999999999,0,0,0.04672056,0.3588495,-7.0352167,106.9232206,1025640,101572,-540,1727,-160,-167.4493,5.249105999999999,0.0,1562,1652,1532,1422,1454,1431,0,0,0,0,0,0,0,0,0,0,13.71074,18.081789999999998,1.313634,117,54,23,7.0,1.87,-1.68,-777.1938,28.47549,167,167
80793,9/12/2019, 10:02:41 ,1568260000000000.0,1678413,902.6797,0.8955687,5830,5056,5003,0.3418613,0.00092058,2.111623,0.3408115,0.02996023,0.1294876,-0.002782283,-0.002000669,-0.0015166160000000001,0,0,0.04540764,0.3642499,-7.0352475,106.9233008,1026400,102333,-652,1633,-115,-167.5488,5.230882,0.0,1543,1663,1516,1428,1443,1416,0,0,0,0,0,0,0,0,0,0,12.995439999999999,17.71646,0.5323775,120,52,23,5.54,1.38,-2.01,-768.8904,26.53916,169,169
80810,9/12/2019, 10:02:42 ,1568260000000000.0,1678729,902.6133,1.069467,5829,5048,5017,0.2711554,0.02554355,2.172273,-0.129276,0.03094827,0.26883490000000004,-0.0027748890000000004,-0.001996841,-0.001514006,0,0,0.04273937,0.35418109999999997,-7.0352658,106.9233419,1026590,102526,-713,1578,-122,-167.65400000000002,5.216107,0.0,1540,1648,1500,1428,1442,1414,0,0,0,0,0,0,0,0,0,0,13.09656,17.42475,2.608445,123,49,22,3.43,0.54,-2.5,-780.65,21.83279,174,174
80825,9/12/2019, 10:02:42 ,1568260000000000.0,1679113,902.6382,0.7272473,5827,5078,4988,0.2921134,-0.03159089,2.2279400000000003,0.14228020000000002,-0.02959894,0.1795786,-0.0027687109999999997,-0.001994871,-0.0015139729999999998,0,0,0.0374636,0.35170640000000003,-7.0352857,106.9233813,1026830,102768,-765,1526,-81,-167.791,5.196765,0.0,1532,1652,1468,1431,1437,1408,0,0,0,0,0,0,0,0,0,0,11.90039,17.11143,-1.445217,127,47,22,1.89,0.07,-2.76,-760.6779,19.09431,176,176
80838,9/12/2019, 10:02:42 ,1568260000000000.0,1679392,902.6822,0.6551461999999999,5825,5086,4933,0.32459740000000004,0.01689822,2.292554,0.2148784,0.1154478,0.1558671,-0.0027710020000000003,-0.001998881,-0.0015184039999999999,0,0,0.03358439,0.34625170000000005,-7.0353095,106.9234248,1026790,102721,-810,1475,17,-167.8824,5.184232,0.0,1501,1648,1468,1440,1420,1382,0,0,0,0,0,0,0,0,0,0,11.874830000000001,16.89132,1.223781,130,46,22,1.76,-0.01,-2.77,-753.0573,17.34232,178,178
80851,9/12/2019, 10:02:43 ,1568260000000000.0,1679670,902.6167,0.4326638,5824,5104,5000,0.37397240000000004,0.005418976,2.323686,0.03325062,-0.07285453,0.1292113,-0.0027788070000000003,-0.002005184,-0.00152272,0,0,0.03263905,0.3327319,-7.0353295,106.9234578,1026650,102587,-864,1408,40,-167.9842,5.173369,0.0,1498,1658,1476,1440,1418,1381,0,0,0,0,0,0,0,0,0,0,10.48243,16.50831,-0.4310147,133,47,22,-0.13,0.07,-2.63,-728.8431,14.80585,-178,-178
80869,9/12/2019, 10:02:43 ,1568260000000000.0,1680049,902.6866,0.5818300000000001,5822,5101,4969,0.3319041,0.007845072,2.358804,-0.3510835,0.06821246,0.09738139999999999,-0.002768679,-0.0019998810000000002,-0.001518733,0,0,0.03163311,0.31934640000000003,-7.0353526,106.9234924,1026340,102275,-910,1350,112,-168.12,5.159258,0.0,1507,1656,1476,1438,1424,1388,0,0,0,0,0,0,0,0,0,0,9.851199000000001,16.255670000000002,-1.013729,135,47,22,-2.15,0.7,-2.05,-714.6383,10.69545,-173,-173
